Department,Year,Semester,CGPA,Attendance,Club,CareerGoal,Hosteller,Scholarship
CT,4,8,5.61,70,Robotics Club,Software Engineer,No,EWS
EC,1,2,8.4,85,Coding Club,Pilot,No,
ETC,1,1,8.94,94,Photography Club,Data Scientist,No,ST
EC,3,5,9.23,61,Photography Club,Software Engineer,Yes,EWS
CE,4,7,8.99,69,Photography Club,AI Engineer,No,
EE,1,1,5.98,96,NCC,Pilot,Yes,Merit
ETC,4,8,8.09,92,Coding Club,Robotics Engineer,Yes,OBC
CE,3,6,9.69,77,Coding Club,Pilot,Yes,
CE,1,2,7.38,75,Photography Club,AI Engineer,Yes,Merit
CS,2,4,7.63,61,Coding Club,Entrepreneur,Yes,Merit
EE,3,6,8.21,80,Photography Club,Pilot,No,
CS,3,5,9.7,69,Robotics Club,Entrepreneur,Yes,Merit
IT,1,2,6.99,75,Sports Club,Pilot,No,
IT,1,2,7.03,84,NCC,AI Engineer,Yes,OBC
CS,1,2,9.8,100,Music Club,Professor,Yes,OBC
ME,2,4,9.6,90,Photography Club,Data Scientist,Yes,SC
CS,2,4,7.51,61,Music Club,Data Scientist,Yes,EWS
CS,4,7,6.5,60,Robotics Club,Data Scientist,No,
AI/ML,3,6,6.66,80,Drama Club,AI Engineer,Yes,Merit
CE,3,6,7.75,72,Music Club,Software Engineer,Yes,Merit
CE,3,6,6.37,99,Photography Club,Data Scientist,Yes,SC
EC,4,7,6.54,99,Music Club,Professor,Yes,SC
DS,4,7,9.68,84,Robotics Club,Data Scientist,No,ST
CE,3,5,7.38,70,Coding Club,Research Scientist,Yes,EWS
EC,3,5,6.27,86,NCC,Software Engineer,Yes,OBC
IT,3,5,8.94,69,Robotics Club,Pilot,No,SC
EC,4,8,6.67,91,NSS,Software Engineer,Yes,
CE,2,3,9.54,76,Drama Club,Research Scientist,No,Merit
AE,4,8,9.76,82,Music Club,Research Scientist,Yes,EWS
CS,3,6,8.44,79,Music Club,Robotics Engineer,No,EWS
ME,4,7,8.45,62,Sports Club,Software Engineer,Yes,Merit
ME,3,5,6.6,88,Coding Club,AI Engineer,No,
RE,3,6,8.5,83,Drama Club,Professor,Yes,
CT,3,6,8.77,95,Drama Club,Professor,Yes,
RE,2,3,6.97,75,Coding Club,Robotics Engineer,Yes,
CT,4,8,7.02,70,Coding Club,Software Engineer,Yes,ST
DS,3,6,7.05,94,Robotics Club,Data Scientist,Yes,ST
CT,3,6,6.89,72,NSS,Research Scientist,No,SC
CE,2,4,6.19,98,NSS,Pilot,No,EWS
IIOT,1,1,7.47,61,Coding Club,AI Engineer,No,SC
CT,1,1,7.33,69,Coding Club,Entrepreneur,Yes,ST
IIOT,2,4,7.53,60,Robotics Club,Data Scientist,No,SC
CT,4,7,9.72,97,Robotics Club,Pilot,No,Merit
IT,1,2,5.54,90,Coding Club,AI Engineer,No,EWS
IIOT,3,6,7.43,82,NCC,Robotics Engineer,Yes,ST
EE,2,3,8.34,63,Sports Club,Professor,No,ST
ETC,2,4,5.82,67,Coding Club,Robotics Engineer,Yes,SC
CT,4,7,7.75,93,Sports Club,Data Scientist,No,EWS
CE,3,6,5.83,96,Photography Club,Software Engineer,Yes,SC
ETC,1,1,9.46,77,Coding Club,Robotics Engineer,Yes,SC
ETC,3,6,7.71,78,Photography Club,Entrepreneur,No,SC
AE,2,4,9.26,94,Drama Club,Entrepreneur,Yes,Merit
ETC,2,3,9.69,87,Music Club,Software Engineer,Yes,EWS
CT,2,4,9.46,98,Robotics Club,Pilot,No,SC
IT,2,4,8.75,98,NCC,Robotics Engineer,Yes,
CE,4,8,5.62,98,Drama Club,Research Scientist,Yes,ST
DS,2,3,6.84,97,Robotics Club,Software Engineer,No,EWS
ETC,2,3,6.4,60,Coding Club,Research Scientist,Yes,OBC
ETC,4,8,5.68,65,NCC,Professor,Yes,ST
AI/ML,3,6,7.63,88,Music Club,Robotics Engineer,Yes,ST
ETC,3,5,8.23,84,NSS,Robotics Engineer,No,EWS
DS,2,3,9.88,72,Robotics Club,Data Scientist,Yes,EWS
RE,1,1,9.0,62,Drama Club,Robotics Engineer,No,
IT,3,5,6.26,87,NSS,Software Engineer,No,
IIOT,4,8,9.56,67,NCC,AI Engineer,No,EWS
RE,3,5,6.54,61,Sports Club,Robotics Engineer,No,EWS
EE,3,6,9.11,82,NCC,Professor,No,SC
AI/ML,4,7,8.63,94,Coding Club,Robotics Engineer,No,
IT,4,7,9.15,73,Photography Club,Research Scientist,Yes,OBC
DS,3,5,9.58,70,Sports Club,Software Engineer,Yes,Merit
AE,4,7,6.17,90,Coding Club,AI Engineer,No,
EC,1,2,7.72,62,Robotics Club,AI Engineer,No,ST
EC,1,1,6.03,99,Photography Club,Data Scientist,No,
CE,3,5,6.94,76,NCC,Software Engineer,No,ST
IT,3,6,7.35,85,NCC,AI Engineer,Yes,EWS
EE,4,7,7.81,69,NSS,Entrepreneur,No,SC
ME,4,8,9.56,74,Drama Club,Data Scientist,No,
EE,3,5,9.23,88,NCC,Entrepreneur,No,ST
DS,3,6,6.79,83,NSS,Research Scientist,No,EWS
AI/ML,3,5,5.63,78,NCC,Entrepreneur,Yes,
ME,2,4,7.92,90,Robotics Club,Software Engineer,No,SC
EC,2,4,7.16,94,Photography Club,AI Engineer,No,OBC
RE,1,2,5.83,60,Robotics Club,Research Scientist,Yes,EWS
EC,2,3,6.83,100,Coding Club,Data Scientist,Yes,
AI/ML,1,2,6.94,69,Photography Club,Software Engineer,No,Merit
AI/ML,1,1,7.25,82,Music Club,Data Scientist,No,OBC
IIOT,2,3,5.51,68,Photography Club,Entrepreneur,Yes,SC
CT,3,6,9.43,63,NCC,Research Scientist,No,OBC
EE,4,7,6.08,61,NSS,Software Engineer,Yes,EWS
EC,1,2,7.14,88,Photography Club,Research Scientist,No,Merit
ETC,3,6,5.6,92,Robotics Club,Pilot,No,EWS
EC,3,5,7.45,83,Sports Club,AI Engineer,No,SC
CT,3,5,8.29,83,Drama Club,Data Scientist,Yes,Merit
RE,1,2,6.93,65,Robotics Club,Research Scientist,Yes,Merit
AI/ML,4,7,8.72,88,Photography Club,Data Scientist,No,Merit
IIOT,4,8,7.3,89,NSS,Pilot,No,OBC
ETC,4,8,9.81,62,Music Club,Pilot,Yes,EWS
CS,3,6,9.3,69,Drama Club,Professor,Yes,OBC
IIOT,2,3,6.45,60,Music Club,Software Engineer,No,OBC
CS,1,1,8.45,94,Robotics Club,Research Scientist,No,EWS
AI/ML,1,2,7.5,75,NCC,Research Scientist,Yes,SC
DS,3,6,8.27,90,Drama Club,Robotics Engineer,No,Merit
ME,2,4,5.7,90,Photography Club,AI Engineer,No,OBC
RE,3,5,7.0,87,Photography Club,Robotics Engineer,No,OBC
IIOT,4,7,9.57,73,NCC,Software Engineer,No,EWS
RE,2,3,5.77,74,Robotics Club,Research Scientist,No,ST
CE,3,6,8.15,95,Drama Club,Robotics Engineer,Yes,ST
ETC,3,5,7.34,100,NCC,Professor,Yes,OBC
IIOT,1,1,8.9,92,Sports Club,Robotics Engineer,No,EWS
AE,4,7,5.85,76,NSS,Research Scientist,Yes,Merit
ETC,2,4,8.08,82,Photography Club,Robotics Engineer,Yes,OBC
CE,2,3,9.53,61,NCC,Research Scientist,Yes,OBC
ME,4,8,8.75,96,Photography Club,Research Scientist,No,
DS,1,1,6.24,90,NCC,Pilot,Yes,Merit
DS,4,7,5.86,90,Drama Club,Pilot,No,SC
CE,2,3,8.04,62,Drama Club,Entrepreneur,Yes,
CS,1,2,5.85,100,Photography Club,Research Scientist,Yes,OBC
ME,2,3,9.16,96,Sports Club,Robotics Engineer,No,EWS
CS,3,5,6.14,63,Sports Club,Software Engineer,No,SC
DS,1,2,6.81,97,Coding Club,Software Engineer,No,ST
RE,3,5,6.87,62,Sports Club,Professor,No,OBC
RE,4,8,7.49,60,Sports Club,Professor,Yes,Merit
AE,3,5,8.18,85,NCC,Entrepreneur,Yes,OBC
AE,3,5,6.85,60,Robotics Club,AI Engineer,No,
EC,4,8,5.67,72,NCC,Robotics Engineer,No,SC
DS,2,3,6.99,73,NCC,Entrepreneur,No,SC
IIOT,3,5,8.56,62,NCC,Data Scientist,No,OBC
CT,1,1,9.21,82,Sports Club,Pilot,No,
EC,1,2,9.11,85,Sports Club,AI Engineer,No,SC
CE,3,6,6.08,67,Robotics Club,AI Engineer,Yes,Merit
AE,2,3,8.9,68,Coding Club,Research Scientist,Yes,SC
ME,2,3,7.46,90,NSS,Data Scientist,No,ST
IIOT,3,6,9.51,67,Sports Club,Professor,No,SC
EC,4,7,9.42,81,Robotics Club,Software Engineer,Yes,
RE,3,6,7.52,63,Coding Club,Entrepreneur,Yes,OBC
AE,4,8,9.35,64,Music Club,Entrepreneur,No,
DS,1,1,8.39,82,NSS,Robotics Engineer,No,
ME,2,4,9.4,87,NCC,Pilot,No,SC
IT,3,5,5.89,88,Music Club,Robotics Engineer,Yes,
DS,3,6,6.62,79,Music Club,Data Scientist,Yes,OBC
EC,3,6,8.1,65,Music Club,Software Engineer,Yes,OBC
ME,1,2,9.78,78,NCC,Software Engineer,Yes,OBC
IT,4,8,7.91,83,Drama Club,Professor,No,Merit
ME,4,7,9.1,79,Robotics Club,Professor,Yes,
EC,3,6,7.69,71,NCC,AI Engineer,Yes,SC
CE,1,1,8.13,79,Drama Club,Research Scientist,Yes,OBC
IT,3,5,6.02,87,Drama Club,Entrepreneur,Yes,ST
CS,4,7,9.84,79,Music Club,Entrepreneur,No,Merit
ETC,4,7,8.72,88,Photography Club,Entrepreneur,Yes,EWS
IT,2,3,9.42,100,NSS,Professor,Yes,EWS
RE,1,2,9.68,61,Coding Club,Data Scientist,No,
CS,4,7,7.59,69,NSS,AI Engineer,No,SC
CE,2,4,5.68,87,Sports Club,Professor,Yes,
DS,2,3,6.08,70,NCC,Research Scientist,Yes,
CT,3,5,8.79,69,Robotics Club,Professor,Yes,ST
AE,1,1,6.01,78,NCC,Research Scientist,No,EWS
CS,1,2,9.27,95,Coding Club,Pilot,No,
RE,4,8,6.9,81,NCC,Professor,Yes,
CS,3,6,7.05,85,Robotics Club,Data Scientist,No,Merit
DS,4,8,5.86,91,NSS,AI Engineer,No,EWS
IT,2,3,6.31,62,Photography Club,Robotics Engineer,Yes,EWS
EE,3,6,8.62,60,Robotics Club,Pilot,No,Merit
IIOT,2,3,5.75,73,Coding Club,Research Scientist,Yes,Merit
CS,2,4,6.34,79,Drama Club,Entrepreneur,No,OBC
DS,3,6,6.37,88,Coding Club,AI Engineer,Yes,EWS
RE,2,3,5.51,87,NCC,Robotics Engineer,No,ST
IIOT,3,5,8.41,88,Photography Club,Entrepreneur,Yes,EWS
IT,4,8,5.84,68,Drama Club,Robotics Engineer,No,OBC
DS,4,8,9.31,92,Robotics Club,Pilot,No,EWS
IT,3,5,7.73,76,NSS,AI Engineer,No,SC
CE,1,1,9.42,87,Photography Club,Software Engineer,Yes,ST
DS,1,1,8.72,100,NCC,Pilot,No,
RE,3,5,7.53,84,Drama Club,Software Engineer,No,Merit
DS,3,5,8.05,87,Drama Club,Pilot,No,
DS,4,7,7.79,65,Music Club,Pilot,No,
AE,3,6,8.5,76,Music Club,AI Engineer,Yes,EWS
CT,1,1,6.93,60,Photography Club,Robotics Engineer,Yes,EWS
DS,2,4,7.46,76,Sports Club,Entrepreneur,Yes,SC
RE,2,3,9.62,100,Drama Club,Pilot,Yes,SC
AE,2,3,8.87,61,Photography Club,Research Scientist,No,
ME,1,1,7.17,89,Music Club,Research Scientist,Yes,OBC
AE,1,1,7.72,84,Photography Club,AI Engineer,Yes,ST
AI/ML,3,5,6.2,77,Music Club,Entrepreneur,No,OBC
IIOT,1,1,7.64,83,NSS,Pilot,Yes,Merit
IT,4,8,9.63,91,NCC,Entrepreneur,Yes,EWS
IT,4,8,9.09,85,Robotics Club,AI Engineer,Yes,Merit
DS,2,3,7.15,76,Music Club,Professor,Yes,SC
IIOT,2,3,9.74,88,Drama Club,Pilot,No,SC
EE,1,2,6.43,62,Photography Club,Professor,Yes,SC
RE,1,2,9.82,76,Photography Club,AI Engineer,Yes,EWS
ETC,3,6,7.74,88,Robotics Club,Professor,Yes,Merit
CS,3,5,7.31,70,NSS,Professor,Yes,
AE,3,6,6.87,86,Coding Club,AI Engineer,Yes,Merit
CT,4,8,7.22,74,Sports Club,Pilot,Yes,Merit
EE,3,5,7.93,73,Sports Club,Data Scientist,No,EWS
IT,1,2,9.62,68,Coding Club,Research Scientist,No,OBC
IIOT,4,8,7.76,94,Drama Club,AI Engineer,No,Merit
CS,3,5,7.89,65,Music Club,Entrepreneur,Yes,EWS
ME,4,7,6.85,75,NSS,Robotics Engineer,Yes,Merit
RE,4,7,5.68,70,Drama Club,AI Engineer,No,
CT,4,7,6.77,98,Drama Club,Software Engineer,No,
AE,1,2,9.17,93,Music Club,Robotics Engineer,Yes,ST
CT,3,5,7.22,93,Music Club,Pilot,No,
DS,3,5,8.78,71,NCC,Software Engineer,No,Merit
EC,1,1,5.72,96,Sports Club,Professor,No,OBC
AI/ML,3,5,8.99,72,Sports Club,Pilot,Yes,ST
EC,1,1,8.4,83,Drama Club,Professor,Yes,SC
CS,1,2,5.79,70,Photography Club,Data Scientist,No,OBC
AE,2,4,9.74,66,Robotics Club,Pilot,No,OBC
AI/ML,2,3,8.2,92,NCC,Data Scientist,No,ST
ME,1,1,9.85,66,Robotics Club,Research Scientist,No,OBC
CE,1,1,7.61,73,NSS,Research Scientist,Yes,OBC
EE,1,1,9.25,80,NCC,Research Scientist,No,
IIOT,1,1,6.06,83,Robotics Club,Research Scientist,Yes,SC
IIOT,2,3,7.13,82,Drama Club,AI Engineer,Yes,ST
RE,4,8,6.99,93,Coding Club,Professor,Yes,
CE,2,3,9.32,64,Robotics Club,Entrepreneur,No,ST
AE,3,6,6.43,94,Drama Club,AI Engineer,Yes,OBC
CE,4,7,8.86,80,Music Club,Robotics Engineer,No,
IT,3,5,8.12,72,Drama Club,AI Engineer,No,OBC
EC,3,6,8.95,75,NCC,Professor,Yes,
EE,1,2,8.78,99,Photography Club,Robotics Engineer,No,Merit
RE,4,8,7.25,70,Coding Club,Professor,Yes,OBC
CT,1,1,6.61,69,Sports Club,Research Scientist,No,
EC,2,3,5.66,90,Robotics Club,Research Scientist,Yes,
ETC,4,8,9.34,77,Sports Club,Software Engineer,Yes,EWS
ME,3,6,7.63,81,Drama Club,Research Scientist,No,
CS,3,5,8.3,83,Music Club,Software Engineer,No,OBC
IT,3,6,8.37,76,Music Club,Robotics Engineer,Yes,ST
IT,3,6,7.22,84,Photography Club,Software Engineer,Yes,Merit
DS,2,3,7.67,98,NCC,AI Engineer,Yes,
ETC,1,2,5.66,96,NSS,Robotics Engineer,Yes,ST
ETC,2,4,8.19,96,Photography Club,AI Engineer,No,SC
ETC,2,3,8.2,84,Drama Club,Data Scientist,No,EWS
AI/ML,4,8,7.81,100,Robotics Club,Professor,No,ST
RE,3,6,6.39,89,Coding Club,Entrepreneur,Yes,
CS,2,4,8.66,72,Coding Club,AI Engineer,Yes,ST
ETC,1,2,6.68,95,Coding Club,Research Scientist,Yes,EWS
CS,1,2,6.81,70,Robotics Club,Data Scientist,Yes,
AI/ML,1,2,6.74,91,NCC,Entrepreneur,No,
EE,1,2,6.11,94,Music Club,Software Engineer,Yes,
ME,2,3,9.63,95,Robotics Club,Data Scientist,No,SC
IIOT,1,2,6.77,60,Music Club,Robotics Engineer,Yes,
CS,1,1,5.71,97,Music Club,Entrepreneur,Yes,Merit
ETC,2,4,6.94,68,NSS,Pilot,Yes,EWS
IIOT,3,5,7.8,97,Sports Club,AI Engineer,Yes,EWS
IIOT,3,6,6.9,92,Coding Club,Professor,Yes,
IIOT,4,7,8.53,93,Sports Club,Data Scientist,No,
IIOT,1,2,6.62,63,Photography Club,Data Scientist,Yes,EWS
IT,1,2,9.53,89,NSS,Research Scientist,Yes,EWS
AI/ML,2,4,7.0,66,Robotics Club,Pilot,No,
EE,2,3,8.3,90,Drama Club,Research Scientist,No,ST
CE,4,8,8.74,83,Sports Club,Entrepreneur,Yes,EWS
AI/ML,3,5,7.56,62,Music Club,Entrepreneur,Yes,Merit
CT,3,6,7.07,67,Photography Club,Pilot,No,SC
ETC,3,5,8.62,76,NCC,Pilot,No,OBC
ETC,4,7,8.33,83,NCC,Entrepreneur,No,SC
RE,1,1,9.87,88,NSS,Research Scientist,Yes,Merit
ME,4,7,8.82,62,Coding Club,Software Engineer,Yes,OBC
IIOT,2,4,9.38,66,Photography Club,Research Scientist,Yes,Merit
IIOT,1,2,8.28,80,Coding Club,AI Engineer,Yes,
IIOT,1,2,5.74,65,Coding Club,Robotics Engineer,Yes,SC
DS,3,5,9.1,80,Robotics Club,Research Scientist,Yes,SC
DS,2,3,6.78,78,Robotics Club,Software Engineer,No,OBC
EC,2,4,9.12,87,Music Club,Data Scientist,No,SC
IT,2,3,8.32,98,Music Club,Software Engineer,Yes,EWS
CT,3,5,6.35,95,NSS,Professor,Yes,ST
CS,2,3,6.85,94,Coding Club,Research Scientist,Yes,ST
IIOT,1,1,8.79,85,Drama Club,Entrepreneur,No,SC
ETC,1,1,7.72,75,NCC,Pilot,No,OBC
IT,3,6,5.69,66,Drama Club,Professor,Yes,Merit
RE,3,6,6.02,82,Music Club,Research Scientist,Yes,EWS
CE,2,3,7.47,75,Drama Club,Professor,Yes,ST
DS,2,4,5.99,78,Photography Club,Professor,Yes,EWS
AE,4,8,9.39,92,Coding Club,Pilot,No,EWS
AE,4,8,8.52,77,NSS,Software Engineer,Yes,
RE,2,3,6.84,65,NCC,Robotics Engineer,Yes,OBC
ETC,3,6,6.12,74,Photography Club,AI Engineer,No,SC
EE,2,3,8.7,97,Coding Club,AI Engineer,Yes,Merit
CT,1,1,6.04,65,Photography Club,Data Scientist,Yes,EWS
AI/ML,1,2,6.38,92,NCC,Professor,Yes,Merit
DS,2,4,7.47,65,Photography Club,AI Engineer,Yes,SC
ETC,2,3,8.01,61,Drama Club,Data Scientist,No,SC
EE,1,1,9.23,62,Photography Club,Software Engineer,Yes,
CS,4,7,5.89,72,Sports Club,Pilot,No,ST
AE,2,4,8.67,87,Music Club,Software Engineer,No,Merit
IT,1,2,7.4,67,NSS,Professor,Yes,OBC
IIOT,3,5,6.05,83,Drama Club,Entrepreneur,Yes,
IIOT,3,6,6.79,87,Drama Club,AI Engineer,Yes,EWS
IIOT,1,2,9.25,78,Music Club,Professor,No,ST
DS,4,8,6.32,80,Sports Club,AI Engineer,No,
CS,1,2,7.42,69,Sports Club,Research Scientist,Yes,OBC
CS,4,8,9.41,65,Coding Club,Entrepreneur,No,EWS
RE,2,4,7.19,92,NSS,Professor,No,
ME,3,6,6.91,71,Coding Club,Robotics Engineer,No,
CS,3,5,8.68,76,Music Club,Research Scientist,No,Merit
CT,2,4,9.46,76,NCC,Research Scientist,Yes,OBC
AI/ML,4,7,8.57,84,Drama Club,Entrepreneur,No,Merit
ME,4,7,7.42,69,Music Club,AI Engineer,No,EWS
CE,2,3,5.97,80,Photography Club,Entrepreneur,No,ST
RE,1,2,8.71,89,Coding Club,AI Engineer,No,SC
AE,3,5,6.77,81,Sports Club,Robotics Engineer,No,
DS,2,4,6.2,67,NCC,Data Scientist,Yes,
ME,2,3,6.95,100,NCC,Data Scientist,Yes,OBC
IT,1,2,5.54,75,Robotics Club,Entrepreneur,No,SC
CE,4,7,9.59,60,Sports Club,Research Scientist,No,Merit
IT,1,2,8.17,94,Sports Club,Professor,Yes,SC
AE,1,2,5.82,73,Coding Club,Pilot,Yes,ST
ME,1,2,9.56,100,Music Club,Data Scientist,Yes,OBC
CS,1,1,7.39,85,Robotics Club,Research Scientist,No,ST
ETC,1,1,8.53,67,Sports Club,Professor,No,SC
EC,4,8,7.07,95,Robotics Club,Entrepreneur,Yes,
EE,3,5,7.0,93,Music Club,Robotics Engineer,No,OBC
IT,4,8,7.91,95,Sports Club,Professor,No,ST
RE,3,5,6.68,78,NCC,Entrepreneur,Yes,ST
IIOT,2,4,6.54,84,NCC,Professor,No,SC
CT,3,5,8.01,93,Drama Club,Professor,No,Merit
RE,4,7,7.6,84,Photography Club,AI Engineer,Yes,Merit
EE,2,4,5.67,67,Coding Club,AI Engineer,No,ST
EC,1,1,6.12,88,Sports Club,Pilot,No,EWS
DS,4,8,5.66,98,Photography Club,Research Scientist,No,EWS
EC,3,6,6.99,72,Music Club,Research Scientist,No,
DS,4,8,9.71,70,Photography Club,Robotics Engineer,Yes,ST
EC,1,2,7.27,95,Sports Club,Data Scientist,Yes,
CT,3,5,6.98,61,Coding Club,AI Engineer,Yes,OBC
CS,4,7,7.0,78,NSS,AI Engineer,Yes,EWS
RE,4,8,8.82,79,Robotics Club,AI Engineer,No,
ME,2,4,8.38,73,Coding Club,Data Scientist,Yes,
CT,1,2,5.63,98,Robotics Club,Entrepreneur,No,Merit
RE,3,6,9.21,82,Photography Club,Research Scientist,Yes,
IIOT,2,3,9.56,77,NCC,Software Engineer,Yes,EWS
CE,2,3,6.99,73,NSS,Data Scientist,No,SC
EE,3,5,9.49,81,Photography Club,Entrepreneur,No,Merit
AE,2,3,6.38,84,Drama Club,Data Scientist,No,EWS
EC,3,6,8.5,79,Robotics Club,Entrepreneur,No,Merit
AE,3,6,7.7,98,Robotics Club,Data Scientist,No,Merit
AI/ML,2,4,8.21,93,Sports Club,Research Scientist,Yes,SC
EE,3,5,7.98,97,Robotics Club,Research Scientist,No,
AE,2,4,7.8,80,Drama Club,AI Engineer,No,SC
CE,1,1,9.08,84,Photography Club,Robotics Engineer,Yes,OBC
IT,2,4,6.62,78,Photography Club,Pilot,Yes,Merit
IIOT,3,6,6.96,86,Drama Club,Software Engineer,No,OBC
ME,3,6,7.87,97,Drama Club,Software Engineer,Yes,SC
DS,4,7,7.66,94,Coding Club,Professor,No,SC
AE,4,7,7.51,60,Music Club,Research Scientist,No,
AI/ML,3,6,6.75,84,Photography Club,Research Scientist,Yes,OBC
CT,2,4,8.97,83,Robotics Club,AI Engineer,Yes,EWS
CT,4,7,7.69,86,NCC,Entrepreneur,No,Merit
EE,1,1,9.14,66,NSS,Software Engineer,Yes,
EE,4,8,5.71,93,NSS,AI Engineer,Yes,ST
ME,4,8,6.53,69,Drama Club,Robotics Engineer,Yes,
DS,2,3,8.76,100,Robotics Club,Professor,Yes,Merit
AE,1,2,6.46,88,Coding Club,Professor,Yes,OBC
ETC,3,5,7.46,70,Music Club,Robotics Engineer,Yes,EWS
IT,2,3,9.46,84,NSS,Professor,Yes,Merit
ME,4,8,7.78,90,Photography Club,AI Engineer,No,SC
EC,2,3,6.78,98,Coding Club,Entrepreneur,No,EWS
CS,2,4,5.6,76,Photography Club,Data Scientist,No,OBC
ME,2,3,9.03,67,NCC,Entrepreneur,Yes,ST
CE,1,2,6.76,66,Sports Club,Data Scientist,No,ST
EC,1,2,6.56,94,Photography Club,Pilot,Yes,SC
CE,2,3,8.31,97,Photography Club,Entrepreneur,Yes,SC
RE,4,8,6.32,67,Sports Club,Robotics Engineer,No,Merit
AI/ML,1,2,6.61,81,Coding Club,Entrepreneur,No,OBC
CT,3,6,6.22,69,Photography Club,Robotics Engineer,No,OBC
ME,1,1,9.42,85,NCC,Entrepreneur,No,OBC
IT,1,1,7.05,76,Sports Club,Robotics Engineer,No,Merit
EE,3,5,8.07,79,Coding Club,Software Engineer,Yes,
AE,3,6,6.78,89,Sports Club,Data Scientist,Yes,
IIOT,1,1,8.4,86,NCC,Software Engineer,Yes,OBC
CT,3,5,6.44,62,Photography Club,Professor,Yes,OBC
CE,3,6,7.81,75,Robotics Club,Professor,Yes,
CE,1,1,7.1,78,Photography Club,Robotics Engineer,No,
ETC,1,1,7.58,68,Music Club,Software Engineer,No,ST
AI/ML,4,8,8.14,100,Sports Club,Professor,Yes,EWS
AE,2,4,7.83,68,NCC,Data Scientist,No,Merit
ETC,3,5,7.1,64,Sports Club,Robotics Engineer,No,Merit
ETC,3,6,7.88,84,Drama Club,Research Scientist,No,Merit
ETC,4,8,8.62,60,NCC,Entrepreneur,No,Merit
IT,1,2,8.71,61,Sports Club,Professor,No,OBC
AI/ML,4,8,9.37,93,Photography Club,Entrepreneur,Yes,Merit
IIOT,2,4,7.47,63,NCC,Robotics Engineer,Yes,SC
CE,2,4,9.8,63,Music Club,Pilot,Yes,ST
IIOT,4,7,8.17,95,Sports Club,Pilot,Yes,Merit
ME,4,7,7.02,100,Drama Club,Pilot,No,EWS
EC,2,3,5.8,72,Robotics Club,Entrepreneur,Yes,ST
EC,3,6,9.15,68,Music Club,Professor,No,OBC
ETC,1,2,8.97,88,NCC,Research Scientist,Yes,Merit
CE,2,4,7.5,80,Music Club,Pilot,Yes,ST
IIOT,4,7,5.82,84,Drama Club,Robotics Engineer,Yes,OBC
RE,2,3,5.54,90,NSS,AI Engineer,Yes,
AE,2,4,9.03,81,Coding Club,AI Engineer,Yes,
IIOT,4,7,5.8,86,Coding Club,Data Scientist,No,Merit
IT,1,2,8.86,67,Photography Club,Pilot,Yes,EWS
IIOT,3,5,8.68,70,NCC,Software Engineer,Yes,OBC
CT,1,2,6.65,89,Music Club,Robotics Engineer,No,ST
IIOT,1,2,8.85,95,Robotics Club,Research Scientist,Yes,SC
CE,2,4,9.89,96,NSS,Entrepreneur,Yes,SC
IIOT,1,1,6.18,94,Robotics Club,Pilot,No,Merit
EE,3,6,6.03,96,Photography Club,Professor,No,OBC
DS,4,8,9.11,83,Drama Club,Research Scientist,No,ST
DS,4,8,6.32,93,Drama Club,Research Scientist,No,OBC
IT,2,3,5.98,92,Coding Club,Software Engineer,No,Merit
CE,2,4,5.92,82,Robotics Club,Data Scientist,Yes,Merit
CE,2,3,8.19,100,NCC,Data Scientist,No,SC
ETC,2,4,6.98,93,Photography Club,Research Scientist,Yes,Merit
AI/ML,3,6,6.06,61,NSS,Entrepreneur,No,OBC
RE,4,8,8.59,69,Photography Club,Entrepreneur,Yes,EWS
EC,1,1,5.74,89,Music Club,Professor,Yes,ST
CT,1,2,9.34,69,Music Club,Research Scientist,No,
ME,4,7,8.67,91,Sports Club,Pilot,No,EWS
EE,4,7,8.0,69,Sports Club,Data Scientist,No,EWS
ME,3,5,6.32,94,Music Club,Entrepreneur,Yes,OBC
ME,4,8,6.69,78,Drama Club,Entrepreneur,Yes,OBC
IT,4,7,6.58,93,Coding Club,AI Engineer,Yes,EWS
CT,3,6,5.88,69,NCC,Entrepreneur,No,SC
EC,3,6,6.59,78,Coding Club,Data Scientist,Yes,OBC
EE,1,2,8.08,98,Coding Club,Software Engineer,Yes,EWS
CT,3,6,6.9,80,Photography Club,Pilot,Yes,Merit
RE,4,8,7.68,62,Coding Club,AI Engineer,Yes,EWS
CS,4,8,9.72,99,Drama Club,Pilot,Yes,EWS
CE,1,2,6.93,90,Drama Club,Research Scientist,Yes,OBC
AE,2,4,6.87,90,Coding Club,Professor,No,ST
CE,3,6,8.87,97,Photography Club,Robotics Engineer,No,OBC
ETC,2,4,6.04,81,NSS,Entrepreneur,Yes,
AE,2,4,5.54,83,Sports Club,Data Scientist,No,ST
ETC,1,1,7.64,94,Sports Club,Software Engineer,Yes,SC
ME,4,7,8.53,91,Drama Club,Entrepreneur,Yes,EWS
AE,4,7,6.12,73,Photography Club,Software Engineer,No,
RE,1,2,9.2,65,Drama Club,Robotics Engineer,Yes,
AI/ML,2,4,9.67,68,Drama Club,Robotics Engineer,No,OBC
CS,1,2,5.98,62,NSS,Data Scientist,Yes,ST
AE,2,4,8.48,98,Coding Club,Software Engineer,Yes,SC
IT,1,1,5.59,97,Drama Club,AI Engineer,Yes,SC
CT,1,1,8.59,70,Sports Club,Entrepreneur,No,
DS,3,6,7.64,79,Sports Club,Data Scientist,Yes,
CE,1,1,6.6,81,Coding Club,Robotics Engineer,Yes,OBC
